exclusion_id,exclusion_reason,review_bucket,original_reason,proposal_selectable_id,model_key,section_family,rpo,source_sheet,source_row,raw_value,recommended_action,notes
excl_4d02c3413236,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_abb2ac9b,grand_sport,,,Interior 2,96,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_4d02c3413236,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_abb2ac9b,grand_sport,,,Interior 2,96,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_4d02c3413236,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_abb2ac9b,grand_sport,,,Interior 2,96,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_4d02c3413236,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_abb2ac9b,grand_sport,,,Interior 2,96,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_747658fb241a,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_b15202ae,grand_sport,,,Interior 2,19,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_747658fb241a,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_b15202ae,grand_sport,,,Interior 2,19,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_747658fb241a,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_b15202ae,grand_sport,,,Interior 2,19,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_747658fb241a,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_b15202ae,grand_sport,,,Interior 2,19,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_747658fb241a,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_b15202ae,grand_sport,,,Interior 2,19,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_747658fb241a,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_b15202ae,grand_sport,,,Interior 2,19,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_5e46ea57a966,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_bc2e6b81,grand_sport,,,Interior 2,57,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_5e46ea57a966,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_bc2e6b81,grand_sport,,,Interior 2,57,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_5e46ea57a966,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_bc2e6b81,grand_sport,,,Interior 2,57,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_5e46ea57a966,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_bc2e6b81,grand_sport,,,Interior 2,57,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_5e46ea57a966,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_bc2e6b81,grand_sport,,,Interior 2,57,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_5e46ea57a966,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_bc2e6b81,grand_sport,,,Interior 2,57,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_09ae74412e1d,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_c87393cc,grand_sport,,,Interior 2,49,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_09ae74412e1d,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_c87393cc,grand_sport,,,Interior 2,49,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_09ae74412e1d,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_c87393cc,grand_sport,,,Interior 2,49,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_09ae74412e1d,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_c87393cc,grand_sport,,,Interior 2,49,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_09ae74412e1d,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_c87393cc,grand_sport,,,Interior 2,49,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_09ae74412e1d,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_c87393cc,grand_sport,,,Interior 2,49,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_621711b54106,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_cf33f3bd,grand_sport,,,Interior 2,80,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_621711b54106,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_cf33f3bd,grand_sport,,,Interior 2,80,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_621711b54106,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_cf33f3bd,grand_sport,,,Interior 2,80,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_621711b54106,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_cf33f3bd,grand_sport,,,Interior 2,80,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_621711b54106,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_cf33f3bd,grand_sport,,,Interior 2,80,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_621711b54106,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_cf33f3bd,grand_sport,,,Interior 2,80,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_c5eb4cba9d49,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_d224c999,grand_sport,,,Interior 2,89,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_c5eb4cba9d49,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_d224c999,grand_sport,,,Interior 2,89,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_c5eb4cba9d49,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_d224c999,grand_sport,,,Interior 2,89,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_c5eb4cba9d49,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_d224c999,grand_sport,,,Interior 2,89,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_c5eb4cba9d49,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_d224c999,grand_sport,,,Interior 2,89,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_c5eb4cba9d49,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_d224c999,grand_sport,,,Interior 2,89,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_b53f97fe1f96,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_eb01ebfd,grand_sport,,,Interior 2,97,"Windows, power with driver and passenger Express-Down/Up",review_non_standard_row_without_rpo,
excl_b53f97fe1f96,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_eb01ebfd,grand_sport,,,Interior 2,97,"Windows, power with driver and passenger Express-Down/Up",review_non_standard_row_without_rpo,
